Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Invoice Currency Unit
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Energy,Company Barclaycard Commercial,76958100,130.77,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Energy,Company Barclaycard Commercial,76958101,130.77,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Energy,Company Barclaycard Commercial,76958102,130.77,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Engineering,Company Barclaycard Commercial,76958103,90.43,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Engineering,Company Barclaycard Commercial,76958104,44.51,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Maths,Company Barclaycard Commercial,76958105,130.38,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Engineering,Company Barclaycard Commercial,76958106,97.42,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Engineering,Company Barclaycard Commercial,76958107,71.47,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Engineering,Company Barclaycard Commercial,76958108,105.4,GBP
BIS,EPSRC,14/01/2015,T&S Overseas - Public Transport,Director BI/BR,Company Barclaycard Commercial,76958109,24.55,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Chief Executive,Company Barclaycard Commercial,76958110,81.85,GBP
BIS,EPSRC,14/01/2015,T&S Overseas - Public Transport,Director BI/BR,Company Barclaycard Commercial,76958111,52,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Chief Executive,Company Barclaycard Commercial,76958112,33.13,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Chief Executive,Company Barclaycard Commercial,76958113,25.04,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Chief Executive,Company Barclaycard Commercial,76958114,29.14,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Chief Executive,Company Barclaycard Commercial,76958115,42.71,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Programme Delivery Engineering,Company Barclaycard Commercial,76958116,6.78,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Admin RCUK Strategy Unit,Company Barclaycard Commercial,76958117,130.38,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Admin RCUK Strategy Unit,Company Barclaycard Commercial,76958118,130.87,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Admin RCUK Strategy Unit,Company Barclaycard Commercial,76958119,130.87,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Admin RCUK Strategy Unit,Company Barclaycard Commercial,76958120,66.97,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Admin RCUK Strategy Unit,Company Barclaycard Commercial,76958121,28.55,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Energy,Company Barclaycard Commercial,76958122,85.95,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Admin Research Capability,Company Barclaycard Commercial,76958123,62.97,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Communications and Stakeholder Engagement,Company Barclaycard Commercial,76958124,24.64,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Communications and Stakeholder Engagement,Company Barclaycard Commercial,76958125,16.67,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Communications and Stakeholder Engagement,Company Barclaycard Commercial,76958126,130.87,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Communications and Stakeholder Engagement,Company Barclaycard Commercial,76958127,62.97,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Energy,Company Barclaycard Commercial,76958128,53.3,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Programme Delivery Energy,Company Barclaycard Commercial,76958129,185.96,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Programme Delivery Physical Sciences,Company Barclaycard Commercial,76958130,86.11,GBP
BIS,EPSRC,14/01/2015,T&S UK - Flights,Programme Delivery Physical Sciences,Company Barclaycard Commercial,76958131,106.66,GBP
BIS,EPSRC,14/01/2015,T&S UK - Flights,Programme Delivery Physical Sciences,Company Barclaycard Commercial,76958132,80.96,GBP
BIS,EPSRC,14/01/2015,T&S UK - Flights,Programme Delivery Physical Sciences,Company Barclaycard Commercial,76958133,95.67,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Admin Research Base Director,Company Barclaycard Commercial,76958134,134.6,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Admin Research Capability,Company Barclaycard Commercial,76958135,124.22,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Energy,Company Barclaycard Commercial,76958136,79.45,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Admin Business Innovation Director,Company Barclaycard Commercial,76958137,30.84,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Admin Business Innovation Director,Company Barclaycard Commercial,76958138,32.33,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Admin Research Base Director,Company Barclaycard Commercial,76958139,36.14,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Admin Research Base Director,Company Barclaycard Commercial,76958140,32.55,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Admin Associate Director Economic Impact,Company Barclaycard Commercial,76958141,13.26,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Admin Research Base Director,Company Barclaycard Commercial,76958142,12.56,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,International offices,Company Barclaycard Commercial,76958143,66.97,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,International offices,Company Barclaycard Commercial,76958144,28.55,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Communications and Stakeholder Engagement,Company Barclaycard Commercial,76958145,58.5,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery ICT,Company Barclaycard Commercial,76958146,21.86,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery ICT,Company Barclaycard Commercial,76958147,46.93,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery ICT,Company Barclaycard Commercial,76958148,21.86,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery ICT,Company Barclaycard Commercial,76958149,46.93,GBP
BIS,EPSRC,14/01/2015,T&S Overseas - Public Transport,Admin RCUK Strategy Unit,Company Barclaycard Commercial,76958150,240.62,GBP
BIS,EPSRC,14/01/2015,T&S Overseas - Public Transport,Admin RCUK Strategy Unit,Company Barclaycard Commercial,76958151,3.08,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Engineering,Company Barclaycard Commercial,76958152,31.54,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Engineering,Company Barclaycard Commercial,76958153,87.6,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Manufacturing,Company Barclaycard Commercial,76958154,68.97,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Performance and Evaluation,Company Barclaycard Commercial,76958155,62.97,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Engineering,Company Barclaycard Commercial,76958156,27.29,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Engineering,Company Barclaycard Commercial,76958157,41.83,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Engineering,Company Barclaycard Commercial,76958158,130.38,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Manufacturing,Company Barclaycard Commercial,76958159,19.75,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Manufacturing,Company Barclaycard Commercial,76958160,29.14,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Manufacturing,Company Barclaycard Commercial,76958161,29.14,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Manufacturing,Company Barclaycard Commercial,76958162,12.47,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Manufacturing,Company Barclaycard Commercial,76958163,36.54,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Manufacturing,Company Barclaycard Commercial,76958164,63.97,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Manufacturing,Company Barclaycard Commercial,76958165,12.47,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Admin Research Base Director,Company Barclaycard Commercial,76958166,68.47,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Communications and Stakeholder Engagement,Company Barclaycard Commercial,76958167,62.97,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Physical Sciences,Company Barclaycard Commercial,76958168,32.33,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Physical Sciences,Company Barclaycard Commercial,76958169,36.14,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Physical Sciences,Company Barclaycard Commercial,76958170,130.87,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Maths,Company Barclaycard Commercial,76958171,130.38,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Energy,Company Barclaycard Commercial,76958172,130.87,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Energy,Company Barclaycard Commercial,76958173,130.87,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Leaders,Company Barclaycard Commercial,76958174,29.85,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Energy,Company Barclaycard Commercial,76958175,130.87,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Energy,Company Barclaycard Commercial,76958176,130.87,GBP
BIS,EPSRC,14/01/2015,T&S Overseas - Public Transport,Admin RCUK Strategy Unit,Company Barclaycard Commercial,76958177,32.13,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Quantum Technology,Company Barclaycard Commercial,76958178,41.52,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Quantum Technology,Company Barclaycard Commercial,76958179,68.97,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Energy,Company Barclaycard Commercial,76958180,106.41,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Newton Programme Management Team,Company Barclaycard Commercial,76958181,63.97,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Newton Programme Management Team,Company Barclaycard Commercial,76958182,32.94,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Admin RCUK Strategy Unit,Company Barclaycard Commercial,76958183,130.87,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Healthcare,Company Barclaycard Commercial,76958184,130.87,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Healthcare,Company Barclaycard Commercial,76958185,66.43,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Healthcare,Company Barclaycard Commercial,76958186,39.53,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Healthcare,Company Barclaycard Commercial,76958187,87.44,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,International offices,Company Barclaycard Commercial,76958188,66.97,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,International offices,Company Barclaycard Commercial,76958189,28.55,GBP
BIS,EPSRC,14/01/2015,T&S Overseas - Flights,Admin RCUK Strategy Unit,Company Barclaycard Commercial,76958190,3.08,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Manufacturing,Company Barclaycard Commercial,76958191,106.41,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Newton Programme Management Team,Company Barclaycard Commercial,76958192,36.54,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Newton Programme Management Team,Company Barclaycard Commercial,76958193,32.94,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Admin Research Capability,Company Barclaycard Commercial,76958194,130.87,GBP
BIS,EPSRC,14/01/2015,T&S Overseas - Flights,Admin RCUK Strategy Unit,Company Barclaycard Commercial,76958195,72.97,GBP
BIS,EPSRC,14/01/2015,T&S Overseas - Flights,Admin RCUK Strategy Unit,Company Barclaycard Commercial,76958196,19.05,GBP
BIS,EPSRC,14/01/2015,T&S Overseas - Flights,Admin RCUK Strategy Unit,Company Barclaycard Commercial,76958197,29.14,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Engineering,Company Barclaycard Commercial,76958198,70.46,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Engineering,Company Barclaycard Commercial,76958199,130.38,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Admin Research Base Director,Company Barclaycard Commercial,76958200,32.13,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Admin Research Base Director,Company Barclaycard Commercial,76958201,30.63,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Maths,Company Barclaycard Commercial,76958202,31.03,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,External communications,Company Barclaycard Commercial,76958203,130.38,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Leaders,Company Barclaycard Commercial,76958204,33.24,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Leaders,Company Barclaycard Commercial,76958205,63.39,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,External communications,Company Barclaycard Commercial,76958206,39.53,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,External communications,Company Barclaycard Commercial,76958207,63.39,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Quantum Technology,Company Barclaycard Commercial,76958208,27.35,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Quantum Technology,Company Barclaycard Commercial,76958209,130.87,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Digital Economy,Company Barclaycard Commercial,76958210,50.01,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Digital Economy,Company Barclaycard Commercial,76958211,166.81,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Programme Delivery Energy,Company Barclaycard Commercial,76958212,140.57,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Programme Delivery Engineering,Company Barclaycard Commercial,76958213,74.8,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Programme Delivery Engineering,Company Barclaycard Commercial,76958214,58.36,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Programme Delivery Physical Sciences,Company Barclaycard Commercial,76958215,74.8,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Programme Delivery Energy,Company Barclaycard Commercial,76958216,55.27,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Programme Delivery LWEC,Company Barclaycard Commercial,76958217,181.86,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Engineering,Company Barclaycard Commercial,76958218,53.3,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Physical Sciences,Company Barclaycard Commercial,76958219,76.66,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Communications and Stakeholder Engagement,Company Barclaycard Commercial,76958220,74.95,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Newton Programme Management Team,Company Barclaycard Commercial,76958221,97.73,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery ICT,Company Barclaycard Commercial,76958222,77.47,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery ICT,Company Barclaycard Commercial,76958223,77.96,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Newton Programme Management Team,Company Barclaycard Commercial,76958224,63.97,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Newton Programme Management Team,Company Barclaycard Commercial,76958225,32.94,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Energy,Company Barclaycard Commercial,76958226,62.97,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Communications and Stakeholder Engagement,Company Barclaycard Commercial,76958227,62.97,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Communications and Stakeholder Engagement,Company Barclaycard Commercial,76958228,62.97,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Physical Sciences,Company Barclaycard Commercial,76958229,9.08,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Physical Sciences,Company Barclaycard Commercial,76958230,19.46,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Physical Sciences,Company Barclaycard Commercial,76958231,43.48,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Healthcare,Company Barclaycard Commercial,76958232,133.96,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Programme Delivery Engineering,Company Barclaycard Commercial,76958233,4.93,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery ICT,Company Barclaycard Commercial,76958234,3.08,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Physical Sciences,Company Barclaycard Commercial,76958235,3.08,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Programme Delivery Physical Sciences,Company Barclaycard Commercial,76958236,6.17,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Programme Delivery Engineering,Company Barclaycard Commercial,76958237,6.78,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Programme Delivery Engineering,Company Barclaycard Commercial,76958238,6.78,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Programme Delivery Engineering,Company Barclaycard Commercial,76958239,6.78,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Programme Delivery Engineering,Company Barclaycard Commercial,76958240,6.78,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Programme Delivery Engineering,Company Barclaycard Commercial,76958241,6.78,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Programme Delivery Engineering,Company Barclaycard Commercial,76958242,6.78,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Healthcare,Company Barclaycard Commercial,76958243,130.87,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Programme Delivery Digital Economy,Company Barclaycard Commercial,76958244,3.08,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Admin Research Capability,Company Barclaycard Commercial,76958245,130.87,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Newton Programme Management Team,Company Barclaycard Commercial,76958246,97.73,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery ICT,Company Barclaycard Commercial,76958247,23.55,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery ICT,Company Barclaycard Commercial,76958248,64.88,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Energy,Company Barclaycard Commercial,76958249,130.38,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Programme Delivery ICT,Company Barclaycard Commercial,76958250,90.42,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Programme Delivery ICT,Company Barclaycard Commercial,76958251,90.42,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Programme Delivery ICT,Company Barclaycard Commercial,76958252,90.42,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Programme Delivery ICT,Company Barclaycard Commercial,76958253,90.42,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Programme Delivery ICT,Company Barclaycard Commercial,76958254,90.42,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Chief Executive,Company Barclaycard Commercial,76958255,414.9,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Physical Sciences,Company Barclaycard Commercial,76958256,81.99,GBP
BIS,EPSRC,14/01/2015,T&S UK - Public Transport,Programme Delivery Physical Sciences,Company Barclaycard Commercial,76958257,81.99,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Programme Delivery Engineering,Company Barclaycard Commercial,76958258,125.34,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Communications and Stakeholder Engagement,Company Barclaycard Commercial,76958259,125.34,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Programme Delivery Engineering,Company Barclaycard Commercial,76958260,125.34,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Programme Delivery Engineering,Company Barclaycard Commercial,76958261,125.34,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Programme Delivery Engineering,Company Barclaycard Commercial,76958262,125.34,GBP
BIS,EPSRC,14/01/2015,T&S UK - Accommodation,Programme Delivery Engineering,Company Barclaycard Commercial,76958263,125.34,GBP
